Image,mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,skew_v,label
AGM1,7.57935780776936,-0.27430608233291637,1.965363124915272,40.23023224851697,1.5800254247016619,9.778448211968255,5.344675405547263,-6.483636647711661,5.307649971137361,normal
AGO1,8.962262366928028,-0.35184847857036583,2.7853544601687177,41.74979352583058,1.777114761777666,12.276949340711322,4.671665564153752,-5.977032153980746,4.657449550656692,normal
AGV1,56.98233232738912,-2.4517957018747123,24.30100424586844,86.31244987161806,4.037724142399617,35.81749420896194,0.910158257955,-1.4859795515946976,0.9398359656325553,normal
AGW1,7.061769133170451,-0.183852627656664,1.6113029092418423,39.87111322819914,1.2049676354072152,8.669381422277832,5.632890673564275,-7.928778878429845,5.600753097362646,normal
AGX1,37.36018333950128,-0.41559808969953205,13.223127323993308,78.04987381776112,1.114941882652662,26.126941623963464,1.716088780801084,-2.2395812532755603,1.7521548526738007,normal
AGY1,58.094850750448025,-1.5491199456765217,21.025721956205203,92.42977405072025,2.8753609282681163,32.5740665624202,0.9986209225069815,-1.8127529989868134,1.0046876066487649,normal
AHA1,21.039195878036477,-0.5762204567980656,5.264566437427184,66.46792588544291,1.9660828481453487,16.199277756107595,2.8989586194797634,-3.746108599768628,2.9162991170614934,normal
AHD1,22.289712910182434,0.6772783936585658,6.776057644110274,66.56535669892115,2.501067057291219,19.61819048013373,2.743673108994405,4.273080828666824,2.8478386015536885,normal
AHQ1,21.870898473693867,-0.20641662653089243,5.1028741514150715,67.95252660435219,0.6629924426513546,15.255649665604968,2.8780223367801514,-3.0820114082428023,2.8798553805405778,normal
AHR1,35.14175593211214,-1.478401467942591,11.819240725536906,78.45753334845757,3.4385440180346674,25.636591119381603,1.8467348005764221,-2.2426533048607387,1.8679896461072656,normal
AHS1,43.34180301090888,-0.6389100071191764,13.516451359475338,87.42271853483167,1.780228478606299,26.927121241571623,1.556454705041855,-2.5504402846306613,1.5978991159344953,normal
AHT1,9.437062962627268,0.0005391535830222521,2.1141159518078756,45.72722250865363,0.33643044146421347,9.718687306689025,4.8019311523459445,-3.2213383713065644,4.756082141622593,normal
AIB1,32.53859134387351,-0.09459730865971877,9.310532069708948,79.10563412891258,1.2396832702255547,21.850338094731484,2.080362434989913,-1.068637410954536,2.105355270581577,normal
AID1,4.090439930901546,-0.013451243118741414,1.252771676985151,27.202272187980267,0.29398479383610854,7.45612917069271,7.067187918093311,-0.45541135292379054,6.897613951616646,normal
AIF1,61.48614761104105,1.0994416509037428,18.065198569076646,100.98756935731625,2.07097379352686,29.327182869378465,1.060490695613351,1.8147911006617512,1.1006422928814255,normal
AIH1,10.59206413826118,-0.19592226227810478,2.468135594048282,48.48694316461874,0.927278704857036,10.69245073942182,4.505713865187769,-5.629089212153913,4.478813126789421,normal
AIL1,12.078882443724643,-0.2461183409507585,2.8552920963477266,51.656546859590705,1.2674438506406251,11.734045100131905,4.142790230786982,-6.324556355402598,4.1388699063217125,normal
